ID,Label,Text
W9071,0,i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior
W9072,0,i found out on a day when i was feeling stressed and unsure of my abilities
W9073,0,i would feel i was devastated
W9074,1,i am thinking and keeping current so they don t feel they need to keep me entertained or babysat me by giving me more work or projects that are not needed
W9075,0,i don t look beefy even though i m older now i feel dirty i feel like no one would like me because i m no one
W9076,0,i feel like i missed out a bit in not reading this series in order
W9077,0,i don t i risk feeling vulnerable the feeling that everyone is staring at me and examining every little dimple in my thigh and sag in my arm
W9078,1,i do love making them feel welcomed and excited about starting high school
W9079,1,i feel like the cute little case is kind of hidden but
W9080,1,i feel really bouncy for absolutely no reason and my head hurts a bit from trying to remember all the books im going to simply have to read now
W9081,0,i know that feeling myself the strange sense of serendipity where minds collide between pages
W9082,0,i apologize to anyone who may feel i have been a neglectful slacker mcslackerson
W9083,1,i think they enjoyed the event because it made them feel welcomed
W9084,0,im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat
W9085,0,i feeling rejected but i became a laughing stock among my peers
W9086,1,i want to feel like the casting director is going to take one look at me and say you re amazing
W9087,0,i remember feeling frantic at this point
W9088,1,i feel successful as a lazy mom
W9089,1,i feel like if you get something really cool you could easily turn it into a finished piece but that s kind of up to what you get out of the two hours
W9090,0,im still feeling terrible even though ive had some good days
W9091,0,i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already
W9092,1,i was most stressed about have finally come to an end and i feel relieved
W9093,0,i love the feeling of the cold nipping at my nose while im in warm clothes
W9094,0,i hoped he didn t feel the shiver that ran through me but maybe he did i was startled when he pulled away from me
W9095,0,i honestly hoped for you to wake up one day feeling terrible crying blood whatever
W9096,1,i read premonition i had this rare feeling that i was caught by how dewi lestari plays with metaphors crazily in her charming words
W9097,0,i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories
W9098,0,i feel all numb
W9099,1,i actually feel excited about it for the first time in a long time
W9100,0,i feel like she is more embarrassed that anything and cannot just let it go
W9101,0,i feel like im some troubled sad anti social person
W9102,0,im feeling ugly
W9103,0,i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la
W9104,0,im feeling sad so i can remind myself of how i am talented and good at things and also see things that inspire me all in once place
W9105,1,i feel that its very romantic and to add to my visit i have the ipod loaded up with s dark synthwave amp early s college radio alternative the cure neds atomic dustbin the candy skins posies pixies blur james springhouse morrissey and so on
W9106,0,i still have feelings for him only broke up for a month or so we re friends at the moment and i want him back as well
W9107,0,i feel so violent just want to break some glass
W9108,0,i just make assumptions based on what i see think feel i ve wondered this before with strange things
W9109,0,i feel like i am waiting for an unpleasant meeting with someone in an authoritative position
W9110,1,i am feeling ok my incision is sore that is expected and i have some neuropathy in my fingers and toes that is a residual of chemo that ive been told may take a year to resolve if indeed it does
W9111,0,i feel ashamed of my unproductive days
W9112,0,i ignore her once shell keep trying and trying and trying till i break down and feel horrible about myself
W9113,1,i was feeling very nostalgic and very grateful
W9114,0,i feel helpless as her mother i should be able to take the pain away as a small child i could do this but she is a young adult now the same age i was when i had her and it hurts to see her in pain
W9115,0,i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients
W9116,0,i refuse to let myself feel bitter about the small sacrifices we have to make
W9117,1,im zooming right through the second trimester and i feel fantastic just as i did with trinity
W9118,0,i feel uptight is it any wonder i dont know whats right
W9119,1,i sing decently but coming from the kind of family i do i always feel like im less talented so ive never really tried to learn as such
W9120,1,i only share what i feel is valuable information
W9121,0,im packing up to leave the school and feeling sentimental
W9122,0,i sooooo understand feeling like an ugly brown pair of shoes in a world of designer tuxedos complete with diamond cufflinks
W9123,0,i did not feel troubled
W9124,0,i love love it and feel lethargic if i do not sweat for more than three days
W9125,0,i am too dazed confused and too drowned in what women looks for looks wise in a man and feel that i am doomed if i can t aspire to these
W9126,0,i like her too much to feel as if im being obnoxious and getting involved into somethign that has nothing to do with me
W9127,0,i feel like the fans see the girls as wimpy and not as good as the guys
W9128,0,ive been going to these liquor stores all my life and i still feel a bit dirty walking into one like im doing something i shouldnt be
W9129,1,i will ever feel i admired virtually everything about you
W9130,1,i feel like these words from today s passage send the church of today a warning just as much as jesus was sending his beloved disciples a warning
W9131,0,i feel disturbed by the more and more unreasonable lie my life is taking towards
W9132,1,i feel like there are so many years left to live when all i m contented with is to just lay on my bed with the lights off and listen to ayumi
W9133,1,i feel super bad that thanksgiving seems to disappear more and more each year but i would be lying if i said that i werent excited for official christmas time
W9134,0,i was back home but feeling restless
W9135,0,i hit the ground i feel daddy let go completely and i get terrified
W9136,1,ive also begun going through a round of self edits on the first episode of season three and im feeling quite thrilled with how its fitting together
W9137,0,i know there are a million strollers and babies in the world but the thought that my stroller had made someone feel how ive felt so many times broke my heart
W9138,1,i feel compassionate toward myself and my bodys new limitations which i need to become accustomed to as time takes me further into middle age and aging
W9139,0,i feel so dull and inadequate around big house but such a constrained extrovert in my own home
W9140,0,i feel summer session title bookmark at digg rel nofollow target blank img src http www
W9141,1,i only will uploading photos which i feel so sweet to share with all of you lovers
W9142,0,i noticed earlier not involved in the group s turn to speak in front of the class and you could feel how nervous he was
W9143,0,i feel fucked up on the inside
W9144,0,i just feel sooooooooooo fucked up at this moment
W9145,1,i feel respected and what i have to say matters
W9146,0,i just feel jaded about it all now
W9147,0,i can choose to feel deprived or empowered
W9148,1,i am missing some very important information or anything please feel free to post comments below because even though i have been interested in the style for years i have only been wearing the style and officially in the community for about a year and a half
W9149,0,i feel annoyed img class aligncenter size full wp image src http mrdanbaird
W9150,1,ive been feeling particularly thankful for my husband which is a sure sign i have a brain tumor or something terribly amiss with my noodle
W9151,0,i thought sarah felt during the movie her thoughts feelings and fears but i dont think it was all jareths fault although i think she blamed it all on him i think it was her fault too after all she read the whole labyrinth book and she wished for him to come and take toby away
W9152,0,i am at an aa meeting today and really started to feel so isolated from everyone in the room
W9153,0,i would not hurt you or make you feel pain i would not have been so vain
W9154,0,i went upstairs feeling gloomy disappointed switched my phone on silent mode and watched the notebook instead
W9155,0,im feeling intimidated by my own achievements
W9156,0,im already feeling emotional before i had a chance to say anything at all she turns to me says i love you
W9157,0,i had hoped to not feel the weakness to not be bothered by every song every joke i hear
W9158,1,i feel really blessed
W9159,1,i headed back to my office feeling satisfied maybe even a bit self righteous about how id consoled a friend
W9160,0,i feel yet you are so heartless and go for the men that will break your heart
W9161,0,i thought i wont be affected by how youre thinking feeling but the petty side of you digust me
W9162,1,i am feeling like a delicate wee flower and have given myself permission to lay around drinking tea and eating cream buns and reveling in my passion for poetry
W9163,1,i feel honored to have that kind of support
W9164,0,im also feeling pretty paranoid a lot and no i dont take drugs
W9165,1,i nuh must feel joyful and victorious
W9166,0,i sound feeling ballroom cd rel nofollow target blank va prandi sound feeling ballroom cd
W9167,0,im starting to feel a dull pain at the front of my head between my eyes
W9168,1,i had a feeling it might be perfect for a take off on the tutorial
W9169,1,i feel like you can have a piece for breakfast and its ok on the nutrition scale
W9170,1,i feel that npr provides a valuable service
W9171,0,i feel low just thinking about my motherland gives me a fresh boost of energy
W9172,1,i feel strangely calm for having everything literally on the line with this vote
W9173,0,i had to say a couple of things twice in order to not have some weird out of context laughter in the mix that would make the tv audience feel like theyd missed an in joke
W9174,0,i was expecting to say this is a very bittersweet feeling but all im feeling is bitter
W9175,0,i feel fucked tape last year make sure you get this
W9176,1,i feel like i can play with the work more than if it was trying to be some precious expensive masterpiece
W9177,0,i sort of feel like one of those people who was unfortunate and lost their father when they were and life goes on
W9178,0,ive been feeling really unsuccessful in a lot of ways
W9179,0,i was feeling rather sentimental as i expressed to her how blessed i was that she was my mother and also my best friend
W9180,1,i refer to it as an addiction because no matter how many pairs i have i never feel satisfied
W9181,0,i have a feeling it could be an unpleasant experience working with her
W9182,1,i feel like i would have liked the ending better
W9183,1,i feel honored to have been on the show and my students were very excited for me giardina said
W9184,0,i feel like they would only mask or dull the problems instead of help me work my way through them
W9185,0,im looking forward to seeing familiar faces again saying thank you and importantly staying connected in many of the wonderful ways that make a craftisan feel like its not such an isolated life after all
W9186,1,i have reached the conclusion that what i feel is most important is what i think will most likely make me feel good or and keep away bad or unhappy feelings
W9187,0,i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted
W9188,0,im going to have to tell myself this a lot today when i feel so defeated
W9189,0,i just feel very dull right now
W9190,0,i am feeling a bit apprehensive about carrying an amount this large without any protection
W9191,0,i was feeling shaken walking along the streets and less able to concentrate on not having an accident while simultaneously worrying about having one due to not concentrating
W9192,0,i really didnt like that feeling but he hated even more that the heaviness in his chest was still growing that he made a muffled sound against hideakis lips as the other boy forcefully pressed himself against daiki
W9193,0,i feel gloomy yet excited
W9194,1,i feel that so many might be far too eager to point and say see that is not how a true trans guy should feel right now or see i knew trans people were way more fucked up than they let on look at this guy
W9195,1,i always feel so eager to escape it though it never really leaves
W9196,1,i feel that this is a very important subject to discuss
W9197,1,i feel a gentle amusement
W9198,1,i feel is loving
W9199,1,i hope all knitters will rise above their hurt feelings and will show that they are loving caring people by supporting the olympians this summer
W9200,1,i plan on making another post all about that but ive had some progress and i feel fucking fantastic
W9201,0,i wasn t feeling pressured even if this was the longest race and the one i expected the most from
W9202,0,i feel very agitated just sitting here
W9203,1,i feel the need to knock one of my beloved darlings off of my list to make room for hugh laurie aka dr
W9204,0,i began to feel isolated
W9205,0,i feel more hostile towards sarcoidosis than usual
W9206,1,i now feel more intelligent about my followers myself and how i use a href http twitter
W9207,1,i had already gone on my morning run with gyp and was feeling fairly energetic
W9208,0,i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself
W9209,0,i feel agitated do i know how to quickly calm and soothe myself
W9210,0,i take a long sip and feel the cold sensation of the iced capp
W9211,0,i feel i rock at than i am usually devastated
W9212,1,i am not really sure how this came about but ive been feeling a lot more compassionate and forgiving lately
W9213,1,i feel really thrilled to learn
W9214,0,i allowed myself to feel the really shitty feelings while i was running because a the endorphins were flowing so it hurt less and b so i could pretend i was running away from them
W9215,0,i dont want her to beg at my feet but a how are you courtney or a hows your new project coming courtney would give me some affirmation that i dont feel like a submissive slug
W9216,0,i feel awful when reading someones emotional posts especially when i am was having mine
W9217,0,i feel about the place and it is unfortunate when i feel it is out of sheer necessity that i have to stay away from home
W9218,0,im not writing this for people to be like oh i feel bad for you no because i dont want them to do that and dont expect them to do that
W9219,0,i dont know if i should feel dismayed or pleased that he tells me that they have just taken on new staff first time in years
W9220,0,ive vented and cried and now im a little more calm and feeling less hostile
W9221,0,i do this if i allow myself to sit in this cycle today i will cause a nasty big blow up fight in public and i will feel humiliated and proven right that i am an unstable bad person
W9222,0,i had not yet gotten married and that coupled with the pressures of being a senior pastor coupled with the reality of my glaring inexperience made me feel quite stressed
W9223,1,i have an insane appreciation for simplicity and i feel so much compassionate again but still feel like i have that sarcastic sense of humor
W9224,0,i feel soooo impatient
W9225,1,i could leave spitak and come back after two years to the same town the same neighbors the same school children shouting my name and feel welcomed
W9226,0,i feel like she was bitter towards people who were in upper class just because they were in upper class
W9227,0,i know at least one other person besides myself was feeling nervous and anxious about getting started
W9228,0,i might start feeling nervous tomorrow but im not sure
W9229,0,i wasnt feeling so ashamed that i spent a whole lotta time and precious energy doing this mind you
W9230,0,i did feel scared now
W9231,0,i still think it is worth posting here as a reminder for the next time i feel anxious
W9232,1,ive also made it with both sugar measurements but i feel like cup is just too sweet for me
W9233,0,i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper
W9234,1,im desperately trying to stay away from black so i really am feeling proud whenever i put together a colourful outfit
W9235,1,i am able to write a full letter in insular minuscule and i will probably never have the skill of xviith century writing masters such as maria strick or jan van den velde but i feel that learning a craft is a worthwhile effort in and for itself
W9236,0,i could have possibly forgotten that would make me feel as idiotic as last years whole forgot to pack shirts thing did
W9237,0,i cant help but wince as i do that feeling an unpleasant tightness in my back and a dull ache in my head since ive opted for resting it against the wall behind me
W9238,1,i feel really pumped and also am eager to try hiit high intensity interval training thanks to my new friend sarah
W9239,0,i was truly just standing there staring out the window feeling so incredibly melancholy that i was on the verge of tears
W9240,0,i will look better and better to him in time and he will feel stupid
W9241,0,i feel like a tortured artist when i talk to her
W9242,0,i possibly feel foolish for
W9243,1,i feel like if i train smart and take it easy i will be back to my former self in no time
W9244,1,when i first heard i like you from my boyfriend
W9245,0,i really feel shamed
W9246,1,i feel that i really need to let her know that i am still thinking of her and caring for her intense or not why not keep calling plus there is sms and im like any relationship communication is the key to keeping it alive best wishes
W9247,0,i am sitting here today feeling just miserable
W9248,1,i don t really feel that that will happen in my lifetime but still working in publishing i know that it s coming so i should be supporting bookstores
W9249,1,i feel more useful to g this way
W9250,0,im home alone with my son and im feeling sad
W9251,1,i feel why i am not strong enough to let their negative thoughts and feeling not effect me
W9252,0,i still feel so irritable every day
W9253,1,i feel you i dont believ in you but i keep my faithful to you god gives me a chance to feel what is apathetic after it but much apathetic open up my mind that i can hide this feeling for you i know youre playing with me you show off your love like and maybe after it youll be gone will it happens
W9254,0,i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed
W9255,0,i honestly feel a bit pressured she just made a post on a photo stating she wanted to have giant beers soon and i dont even know what to say
W9256,1,i no longer had hard feelings for and very luckily and unexpectedly met this sweet and interesting girl on tumblr who is an aiw fan but she also runs a wonderful alice in wonderland blog called she still haunts me phantomwise
W9257,1,i feel like life is very delicate
W9258,0,i might add that i feel dismayed whenever i see christians posting links to such apologetic drivel as my online friend did because it only acts as a disclaimer which boldly advertises their own stupendous ignorance and incredulity
W9259,0,i know there sad to read but it lets other women who feel alone about it
W9260,1,i feel like someone is being judged harshly not accepted or asked to be something they are not
W9261,0,i feel in my bones like nobody cares if im here nobody cares if im gone here i am again saying im feeling so lonely people either say its ok to be alone or just go home it kills me and i dont know why it doesnt mean i dont try i try and try but people just treat me like im a ghost
W9262,1,i absolutely cannot wait for september th to roll around i feel calm i suppose in my waiting
W9263,1,im feeling mellow this morning after last nights debacle that saw me totally losing it with josh
W9264,0,i feel outraged about this type of thing
W9265,1,i wasnt feeling that playful or that drunk
W9266,0,i feel almost outraged that such a crap day should fall on my most favourite of days
W9267,1,i was feeling nostalgic about those days where i officially belonged to this city after getting married to shubhi in feb
W9268,0,i also feel sometimes that ive missed out on things because of the amount of times ive had to leave somewhere early to take someone home
W9269,0,i can imagine someone feeling jealous lonely or scared
W9270,1,i feel oddly reassured to hear you say that
W9271,0,i feel like they are dirty all
W9272,1,i feel like we had a wonderful summer and know now that school has started the year will fly by
W9273,0,i feel like i missed out on so much during juliannas first two years while i was working full time but we are making up for lost time now
W9274,1,i am really thankful to her to get this opportunity and feeling very honoured today
W9275,0,i hate seeing those red windows even more as what i feel inside resonates with the cold uncaring world i know exists behind them making me even more aware of this pain inside of me
W9276,0,i feel like he is snobbish snooty gauche a drunk and offensive
W9277,0,i continue to cruise along the expressway feeling shitty
W9278,1,i need to eat bread for breakfast and constantly feel the need to snack or munch on something sweet or savory by pm
W9279,1,im starting to feel more sociable again i actually feel like going out and seeing friends rather than crying off because im feeling like a twisted knotted ball of pain
W9280,1,i feeling im look a like those innocent lame hunting group old dirty hyena so not have any hope and ways to be free of dead
W9281,0,i feel very helpless and even useless
W9282,1,i feel this way about all relationships romantic platonic and friend zoned friends that dissolve
W9283,1,i was actual acceptable at compassionate others but i still didnt feel accepted by them
W9284,1,i touch your skin feeling the cool glass within an image a mere reflection of loneliness alone with myself
W9285,1,i think its fair to say that in this life we all want to feel sincere connections with other people to experience bonding through similar beliefs or experiences to have true synchronicity with the people in our lives
W9286,1,i feel happy lite and very grateful
W9287,1,i think she will have the luxury of looking back at her fashion moments and feel proud
W9288,1,i reali feel glad
W9289,0,i honestly loved this place and felt pretty comfortable here but after this i don t really know how to feel the school has taken action to help me get through this unfortunate situation which i am really happy about because i wasn t expecting any support
W9290,1,im feeling fine just a bit nauseous and extremely tired but to be expected in the first trimester
W9291,0,i am afrade for his life as some people feel quite hostile towards him
W9292,0,i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word
W9293,0,i almost feel greedy with my rd child when so many people i know are working so hard for or
W9294,1,i still feel very amorous
W9295,0,i feel like i just need to rejuvenate myself catch up on some blog posts some work on my etsy shop and catch up on a few tv shows i missed this week
W9296,1,im feeling at the moment i imagine therell be something vigorous and active too
W9297,0,i would have liked but if i would have had people to run with i feel like i could have run a low
W9298,1,i think you only ask for help to make me feel useful and help me gain some perspective
W9299,1,i feel so lucky to be his wife and hope that i have the opportunity to remind him every day
W9300,1,i was meant to feel sympathy for her but i have little sympathy for those determined to be victims and wallow in their own pain while blaming and punishing others for their state of being
W9301,1,i feel like we re not a moonlighting type of show where all the tension is resolved at the end
W9302,1,i work in a neighborhood school i do not feel respected or supported
W9303,0,i get i will drill into the subjects soul with an icy stare until it feels as disturbed as i do and leaves
W9304,0,i am feeling devastated the inner voice within me thats what i name it speaks
W9305,1,i feel so fond of my friends
W9306,0,i do feel though that its pretty dangerous to try to apply only one strategy to a match
W9307,1,i can really truly only say that i feel that i am passionate about teaching
W9308,1,i feel their taste of desserts are not sweet and suits many customers now
W9309,0,i started feeling like i was being paranoid since it kept happening
W9310,1,i have the same feelings toward the word passionate
W9311,0,i do not like exposing myself because i end up feeling vulnerable
W9312,1,i love my increased intense feeling of connection to the divine
W9313,0,i didnt feel like i missed anything at all
W9314,0,i feel like a vile traitor even saying such a thing but its the truth
W9315,0,i do feel bad because im pretty sure im not going to be able to get the other done before we leave for vacation
W9316,1,im sure ive got it right and my state of unencumberedness despite many years of feeling like i couldnt keep up anybody else is causing me to see my life as charmed
W9317,1,i am and feeling total love and acceptance for my body in the moment is just as important as experiencing the exhilaration of a new experience
W9318,0,im sorry if ive made any of you feel unimportant
W9319,1,i had to choose the sleek and smoother feel of the sweet revenge made drawing and handling the blaster a bit nicer
W9320,1,i bring you opis im feeling sashy a gorgeous cool toned grey purple lavander creme
W9321,1,i feel im not sure if ill do this again or not
W9322,1,i love that they feel so comfortable with their friend
W9323,1,im feeling dangerously truthful
W9324,0,i feel ashamed to tell somebody that
W9325,0,i tried but i failed to put much efforts therefore i feel myself getting punished for not able to see my idol i should be i used to watch all of his b amp w movies made during my mothers generation but still i liked him his mesmerism style music his zest for life
W9326,0,i am a christian and appreciate the points but i do feel it would be rejected by those who do not believe
W9327,1,i feel like i am abandoning him in a way but he is so supportive of the move
W9328,0,im so afraid that im bipolar because that feels too much like being like that kids i hated in th grade the kids who nearly drove me to suicide for the first time in my life
W9329,0,i feel like i ve always been jaded towards the classic movies but then when i actually sit down to watch them casablanca the great escape etc
W9330,0,i took it i remember feeling extremely agitated
W9331,1,ive been here for the last two or three months and yes i am playing with vinnie kompany but the other guys are good joleon kolo toure and they can also play well but im feeling good
W9332,1,i always love working with different designers for the first time especially when i feel they are talented innovative and fun
W9333,0,i did not feel dangerous enough to get in
W9334,1,i was feeling pretty carefree and happy my only worry was gosh
W9335,1,i feel like going out with friends and having some wonderfully innocent youthful fun with
W9336,1,ive done all my usual workouts and so i feel confident that i worked hard on that front
W9337,0,i knew i was just feeling unsure amp scared and so i let it overpower me and i gave in to those feelings and gave up
W9338,0,i feel none of that and because i am a hopeless romantic shrouded in reality i know for a fact that this person is not me
W9339,1,i always feel horny when im done but its definitely a large flaccid and my penis is sleepy and hangs low
W9340,0,i dont really miss the sleepless colic crying newborn stage though i am feeling a little sentimental
W9341,0,i made this i felt some relief from the fear and anxiety but i started feeling pissed again with a whole new set of memories
W9342,0,i can t imagine any reader feels lethargic calm and content after reading it
W9343,1,i feel peaceful and not particularly stressed about anything
W9344,1,i feel like i m too mellow in my regular life so i have no use for drugs that make me feel even more mellow
W9345,0,im feeling pretty guilty for not even being in the library whilst writing this so imma get my stuff together and dramatically exclaim
W9346,0,i feel as though im the most hated kid in school the biggest bitch and other times i just feel popular and loved by everyone
W9347,0,i just feel so heartbroken out of loneliness
W9348,0,i remembered that i gave my day to the holy spirit and filled with his grace how could i feel disturbed with this situation
W9349,1,i post this today partly because it s how today is and partly because i sometimes worry that my reputation for positivity might make people feel that my message is you should be happy all the time
W9350,0,i have to tell you that i feel insulted
W9351,1,i feel precious little pressure to fill them with content with giving them answers that they can regurgitate at will
W9352,1,i feel sure he is headed north
W9353,0,i alive i feel so defeated with this issue
W9354,0,i feel horrible they wrote again and again personifying an act they were not the cause of it was their progeny who should be genuflecting at her the wronged woman s feet
W9355,0,i have been neglecting the feeling of people around me i was stubborn
W9356,0,i feel like i only get mad if i think someones doing something thats really unjust
W9357,0,i feel completely stupid for not knowing any of this
W9358,1,i have not read any of the books but i feel sure that there is one man in the moon at least if not more
W9359,0,i anger people because when i feel agitated with something i get frantic and speak fast and snippy
W9360,0,i feel like we had a connection but we ve struggled so much now we ve lost it and i feel so bad about that
W9361,0,i feel paranoid that every time i log onto facebook or attend church that im about to find out yet another friend is pregnant
W9362,1,ive come up with essentially tracks momentum gradually which i feel is as important as game to game results
W9363,0,i could have just kept going but i could tell that she was feeling really defeated and needed a friend
W9364,0,i feel a bit frustrated with myself as i know i m not getting out of my dogs in the ring or at training if i m honest at moment due to me but i ll continue to do the remaining shows i ve entered until the end of july as long as we re all enjoying it
W9365,1,i feel divine forgiveness of all human frailties
W9366,1,i feel like i still have some valuable information from that perspective
W9367,0,i would still feel weird
W9368,1,i want her to feel worthwhile because she is
W9369,0,i know that next time i get feeling all needy and want something no matter how petty i am going to say so
W9370,0,i wake up feeling exhausted as if the running and hiding had been real
W9371,0,i feel like a horrible rotten person for thinking that this is the most isolating thing a woman can go through and some days being tough is not an option
W9372,1,i feel i feel ok and then i wake up
W9373,1,i spend all day in bed or when im feeling adventurous on the couch because when i get up my leg hurts worse than my aching heart after titanic
W9374,0,i am pinned as the culprit of digging out their inferiority and made them feel useless again
W9375,0,i did not want to feel devastated hopeless helpless and sad all the rest of my life
W9376,0,i was feeling awfully indecisive this morning when i started to think about what i wanted to do to get my heart pumpin
W9377,0,im still feeling really shitty and undeserving of their love
W9378,1,i feel i hate that cute patterns go out of print but similar variations of the same crappy skirt seem to last forever im looking at you simplicity
W9379,1,i love feeling loved but i hate that he seems so devastated
W9380,0,i look like i worry that i will always feel inadequate
W9381,0,i don t want to feel resigned to the typically american life and i know a lot of others aren t happy with that either
W9382,0,i feel and however tragic their situation that s no reason to increase the wage
W9383,1,i know you feel supporting an inept city manager who has cost the tax payers millions already with his bungling is important
W9384,0,i remember feeling uncertain about what to say well erm we are trying and my period is due this week so erm
W9385,0,i just feel you so so dont be afraid naega deo apaya hae and pray again dasi neol chajeul su itge sigani heureulsurok gaseumi apawa i need you go back in time dan hanbeon manirado forgive my sins wo doedollil suman itdamyeon i gotong ttawin naegen so so sloth
W9386,0,i think this would be fantastic as i feel the over nutrition of children is suffering and that over of all children are obese
W9387,0,i did the yelling the feeling of being extremely mad
W9388,0,i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had
W9389,1,im not feeling real strong lately
W9390,1,i naturally didn t know any fightstar songs they were catchy enough that i could feel like i knew what was going on and they were quite lively and they preformed fantastically well
W9391,0,i decide to look for professional help and when i find a ceramics repairment atelier that describe themselves as artisans of patrimony specialized in primitive arts and antiquities i feel relief that my damaged fish shape ashtray will finally be in safe hands
W9392,0,i feel so vulnerable i need to have a mask on to go into the world or if my desire is caused by a need to divert attention or cover up weakness i should probably be making more constructive use of my time than trying to look pretty
W9393,1,i like to think true beauty comes from the inside and that im loved for who i am on the inside but i definitely feel less valued and loved when i look like this
W9394,0,a few monthe ago
W9395,0,i can flirt along with the best of em and i rarely if ever feel intimidated by male identifying folks or the idea of striking up a conversation with them regardless of how hopelessly attracted i am to them
W9396,0,i feel this is very dangerous
W9397,0,i know my good friends are biking through tulip fields i feel a little regretful
W9398,1,i was driving i feel so contented after sadhana so fulfilled
W9399,0,i have a feeling that its something ive missed because it shouldnt be that tedious
W9400,1,i was almost in a state of panic because i just feel like im not trusting people right now
W9401,0,i often find myself feeling assaulted by a multitude of sense impressions
W9402,0,i am left feeling like the greedy bastard and i hate it
W9403,0,i feel like when i entered my relationship with mike i became unwelcome in your life
W9404,1,i read and appreciate all comments left but if you have any questions or concerns feel free to email me at contact
W9405,1,i eat out at such hyped diners feeling satisfied but not extremely contented because the hype felt greater than what i have experienced
W9406,1,i feel a little like a traitor to my beloved oppies but that said these clothes might just pay off a big chunk of my remaining debt and we all know that money is more important than ethics right
W9407,0,i feel that my lifes fucked up
W9408,0,i feel pathetic and the desolation is beyond consolation
W9409,0,i feel incredibly vain and stupid admitting to that
W9410,1,i feel youre faithful over me as i sing amp worship you i find no words to describe you
W9411,1,i feel determined to give this process a label
W9412,1,i can feel that they arent supporting me but that doesnt mean i dont want them im my life
W9413,0,i feel really damn terrified and rushed to my classroom where my friends are playing and joking around
W9414,0,im not crossing things off ever growing to do list i feel like i keep making stupid silly mistakes in all areas of my life amp im just tired
W9415,1,i feel that supporting or at least not condemning the seal hunt is akin to saying well think of all the good things hitler did
W9416,1,i feel strong style color black line height
W9417,1,i feel im being generous with that statement
W9418,0,i know its been awhile since i posted but between feeling crappy all the time work and just being plain lazy i havent even gotten on the computer
W9419,1,i to feel sympathetic about the children of the world and the bad messages that we send to them when we live in a lawless culture full of innuendo to the contrary
W9420,1,im pretty picky with the folks i link to i only want to list sites that i feel are worth your valuable time
W9421,0,i feel kind of uncomfortable as i m about to write a not so favorable review about starters
W9422,1,i feel as though i gush on an on about the gorgeous colors of the produce we receive through our farm share and i have to do it again this week
W9423,1,i feel really wierd about this we are suppose to be casual dating
W9424,1,i want them to feel as if they are intelligent and able to make their own decisions
W9425,0,i felt this way before i was feeling rather reluctant whether should i go down to bishan to fetch my boyfriend
W9426,1,i guess how this clouds your viewing depends on how you feel about filmic content personally i dont really give a shit what a film is saying so much as the way its being said and in this case the film is simply too great to ignore but its a sour note in an otherwise delicious orgy of depravity
W9427,0,i could of course go on with it feeling resentful of him with him being blissfully unaware of anything being wrong
W9428,0,i am still feeling a bit melancholy over my daughter going back to college and the end of a fun summer
W9429,1,im feeling lucky button on google
W9430,0,i am feeling abused for having wasted hundreds of dollars a year in subsidization for this crap and though im not sure whether or not im mad as hell im surely not going to be taking it anymore
W9431,0,i would pay not to feel so isolated by this
W9432,0,ive been struggling a lot lately with feeling inadequate and unsuccessful by societys standards as i watch my peers attending graduating from college and finding jobs that fulfill them
W9433,1,i like to know just because i hate feeling like the drama doesn t know but in this case i feel like there s so much territory to mine that i m content to enjoy the ride
W9434,1,i am feeling valued and supported which is great
W9435,0,i do not see but could feel that she is someone i am very reluctant to let go
W9436,0,i sympathize with this person but i also feel a bit skeptical the theme is loss because everyone looses
W9437,0,i have my favorite cookies in the house oatmeal chocolate chip and its hard to stay away from them since im feel pretty discouraged lately
W9438,0,i cant help but feel somehow he was punished in heather mills divorce settlement he is he does have a good sense of hum
W9439,0,i didn t feel rushed to finish millions of things and i was able to focus on each task separately
W9440,1,i feel like a casual gamer
W9441,0,i get the feeling people think im very whiney which i know i am
W9442,1,i dare not say i feel ecstatic now but hey
W9443,0,i feel his pain but fear he has missed a much larger point
W9444,1,im feeling passionate about in my own home
W9445,0,i have not written is that i am still feeling angry about something that happened on friday which seems to have invaded my happy place with recurring angry thoughts
W9446,1,i admit is inexcusable giving you to feel slightly naughty bestial heck macho even
W9447,0,i was beginning to feel anxious about it and i asked him to help me out
W9448,0,i respect his feelings and its unfortunate i cant return them but i feel like hes trying to creep closer and closer for the title of boyfriend as in
