Text,Actual Label,Predicted TF-IDF,Predicted VADER,Predicted BERT
feel nostalgic old book often reread,1,1,1,1
made take mind feeling soooo rotten,0,0,0,0
made mistake wanting spiritual feeling endure remain romantic,1,1,1,0
feel like completely satisfied result,1,1,1,1
didnt want hurt feeling fond avoiding conflict situation arise,1,0,1,0
ive resting feeling generally unpleasant queasy frustrating background way dont feel right cant place exact cause,0,0,0,0
feel rejected like peer dont really understand result argument ensue,0,0,0,0
would feel ashamed guilty take much common,0,0,0,0
also feeling unimportant,0,0,0,0
remember feeling helpless mother le hour already failed daughter,0,0,0,0
feel like one girl school hated outfit perfect everyday went shopping week,0,0,1,0
sitting church morning looking around various people scattering pew wondering many feeling beaten right moment,0,0,0,0
feel casual friday essential company manage work mantra,1,1,1,1
fit beirut nagging feeling heartless place,0,0,0,0
type feel like one unfortunate animal get caught washing machine somehow survives much lighter ragged half dead,0,0,0,0
im feeling bit wanderlust since im go away holiday day beloved g,1,1,1,1
im really hurting feeling bit overwhelmed,0,0,0,0
feel remorseful act drunken fool,0,0,0,0
feel reason apart others life im help become something push succeed successful happy,1,1,1,1
kept feeling enraged,0,0,0,0
feel like caring people think long im happy love personality everything,1,1,1,1
feel like know troubled give excuse,0,0,0,0
know vital daily practice soul development feel energetic thunk drink charged water kala glass,1,1,1,1
love porn industry feel satisfied fulfilled working say really bring big buck,1,1,1,1
feel awkwardness weird kind tension,0,0,0,0
feel selfish wanting home help getting girl bed,0,0,0,0
think act unkindness result form selfishness unkind requires lack concern another person distorted feeling gain unkind,0,0,0,0
class feel super strong capable,1,1,1,1
successfully manage stretch mxm canvas feel achievement worthwhile usage money time use canvas future brief,1,1,1,1
guess feel irritated great music get ignored even necessary,0,0,0,0
feel like parent one think acceptable dont know want life dont feel need,1,1,1,0
still feeling bit melancholy daughter going back college end fun summer,0,0,1,0
ive feeling homesick several month probably since christmas,0,0,0,0
feel like half time dont show affection interest anyone outside little circle comfort sincere response guaranteed,1,1,1,0
feeling brave go somewhere afield like walk woodland around farm beach full day activity,1,1,1,1
looking forward unless feel place though assured fit,1,1,1,1
feel envious,0,0,0,0
always love working different designer first time especially feel talented innovative fun,1,1,1,1
feel worthwhile patronize restaurant,1,1,1,1
never realized awful mother feeling lack energy independence operation wimpy tired,0,0,0,0
know hasnt even heard saying make feel unimportant,0,0,0,0
pull reread im feeling low,0,0,0,0
feel like calling bitch wasnt exactly bitchy coz wasnt intentional could call ungrateful inconsiderate selfish ok ill say bitch,0,0,0,0
would watch feel frustrated realize fifteen foot away ocean freaking wave crashing covering majority earth ocean,0,0,0,0
feel appreciative,1,1,1,1
read feel like ive enjoyed rich journey history settling american west well value faith fortitude hard work joy readily cherished hopefully,1,1,1,1
staying relative house broken,0,0,0,0
going post training schedule next several month right refer easily anyone feel like supporting joining,1,1,1,1
feeling reassured wave missing hit,1,1,1,1
quite regular reader blog time read experience feel greatness kindness beloved father sai,1,1,1,1
sudden feel ignored unloved forgotten know probably mostly head isnt,0,0,0,0
bought one couple year ago make feel little glamorous,1,1,1,1
feel awkward grown child time try place shoe realize would child matter age,0,0,0,0
gut feeling going ok,1,1,1,1
im meant feel longing,1,1,0,0
feel like accomplishing something feel passionate life,1,1,1,1
still feel day precious commodity dissolving away never seen like frosty ice cube melting glaring afternoon sun,1,1,1,0
feel self assured need compete justify clearly well someone else,1,1,1,0
feeling awful,0,0,0,0
word describe feeling reply said day today lovely country india never thought anything like ever happen everyone treated u gracefully humbly respect,1,1,1,1
hope one day feel sort divine inspiration motivation fast come easy back burner something hope focus done raising child,1,1,1,1
know upset feel melancholy eating away inside leaving tear eye ache heart,0,0,0,0
feel tortured thought feel true,0,0,0,1
remember feel like fan perspective lived chicago michael jordan chicago bull era still fond memory day today belongs celtic tip cap,1,1,1,1
feel devastated betrayed abandoned ask peace comfort new direction,0,0,0,0
envisioned intended im feeling unsure whether got vision intention right,0,0,1,0
admire athleticism feel like would entertained got watch severely shape people participate olympic event,1,1,1,1
feel proud,1,1,1,1
told feeling anxious turning thirty,0,0,0,0
feel helpless time wherein practically option sit watch drama,0,0,0,0
feel bit dissatisfied current network,0,0,0,0
im confident lot people feel zimmerman punished,0,0,1,0
feel sense loss extremely talented passionate engineer want work certain dsp design eventually take job financial number crunching software company get right kind job,1,1,1,0
feel dismayed,0,0,0,0
feel grouchy irritable im sick,0,0,0,0
id never seen feeling would way violent guess right great acting impressive directing movie ever want see distraction welcome,0,0,1,0
feel agitated thinking mother supposedly hidden msg,0,0,0,0
dont even know going write wine flowing dining room playing pandora feeling cosmopolitian artistic tonight,1,1,1,1
aint feeling carefree deffinately worrying self,1,1,0,0
hate interrupt truth feeling uncomfortable,0,0,0,0
feel skeptical sustainability,0,0,0,0
feel relieved rescue party arrived,1,1,1,1
feel dissatisfied distracted life,0,0,0,0
actually thought would feel bothered since ehb woman ow spent quite bit time together didnt feel much anything,0,0,0,0
want someone feel safe around isnt gunna make question explain thing time guy understands get,1,1,1,1
feel accepted,1,1,1,1
feel ive beaten word men ground cant sleep beneath tree wisdom ax cut root feed forked tounges bitter mouth drive man bleed indide,0,0,0,0
feeling fine apart little tired rudley woken noisy driver,1,1,0,1
feel tortured every moment there nowhere go get away get back used,0,0,0,0
see lot strain people tell feeling pretty shitty supposed pretending,0,0,1,0
may smitten shy might even bat eyelash time smile cant help feel charmed,1,0,0,1
believe manged tone retaining enough flourish make suit feel special,1,1,1,1
feel privileged read work fulfilled everything want book,1,1,1,1
feel delighted share,1,1,1,1
feeling little lonely,0,0,0,0
feel strong connection another human want spend time,1,1,1,1
feel dull right,0,0,0,0
feel giggly upbeat even though feel like probably morose sombre,1,0,1,1
im starting feel think dont want continue pray anymore making feel hopeless,0,0,0,0
however feel lot isolated distant many call friend,0,0,1,0
feel like im hated celebrated cant wait till day say made,0,0,1,0
feel aching andangry,0,0,0,0
feel physically beaten difficult think anything else right,0,0,0,0
feel desperately fond,1,1,1,1
im feeling homesick,0,0,0,0
may attempt hair coloring session later feeling brave crazy saturday night,1,1,1,1
feel bitter cancer relegated unnecessary meet someone important oncologist,0,0,0,0
feel pretty fantastic,1,1,1,1
ended feeling really proud final product,1,1,1,1
feel horny feel horny anyone wan na see,1,1,1,0
felt sad friend mine died felt something irrevocably gone away,0,0,0,0
feel mistake rude,0,0,0,0
really feel attracted people cool normal,1,1,1,0
think woman congregation cried spoke family trying find church homosexual daughter would feel accepted,1,1,0,0
went large double double along chocolate chip muffin feeling dangerous,0,0,0,0
think ask help make feel useful help gain perspective,1,1,1,1
feel like ive resolved thing last week,1,1,1,1
feel little discouraged,0,0,0,0
still feel cute tight little work pant snug shirt,1,1,1,1
im feeling hot week minor struggle im pushing trying smile way,1,1,1,0
feel lethargic unmotivated morning wake blog catch thing could morning evening free,0,0,0,0
im happy feeling something last day ive felt pretty,1,1,1,1
learned take seriously enough feel humiliated,0,0,0,0
feel abused taken advantage,0,0,0,0
writing remember feeling assured wasnt dead checking window mom started fighting,1,1,1,0
im spending every day waiting hear feeling like idiot caring,1,1,1,0
explain area feel vital successful experience pinpoint plan ass area,1,1,1,1
always people life gone way put trip make feel completely moronic worthy enough,0,0,0,0
got feeling person end hated,0,0,0,0
actually feel quite scared get back exercising feel like ive lost much strength condition put much weight,0,0,1,0
feel privileged earthly father far greater privilege god willingness father,1,1,1,1
feel im excited tell everything korea,1,1,1,1
however caught feeling missed lot interesting conversational banter reading dead writer write deader writer,0,0,0,0
feel little lethargic recount href http en,0,0,0,0
relative car going slowly frozen road,0,0,1,0
feel like little distracted lately,0,0,1,0
stated class discussion school discourages use im reference library feel abused,0,0,0,0
feel dont talk friend loyal free dont want stay like want bliss,1,1,1,1
go gym even get heart rate high enough feel satisfied thanks level competition experienced past couple year,1,1,1,0
feel really tranquil right,1,1,1,1
im feeling sociable date monday someone wrote,1,1,1,1
say feel like im tortured,0,0,0,0
feel good player play whether play right left centre back role,1,1,1,1
feel though fucked majorly summer im cast alternate universe went wrong way timeline im stuck world one knew one way,0,0,0,0
definitely prove feel important enough,1,1,1,1
feel pressure provide faithful reader mock draft ive decided go forth promising emphasise speculation rather educated mock draft,1,1,0,0
feel like addition sweet fresh corn really add touch summer otherwise heavy fall dish,1,1,1,1
want go find something wear pesach ethnic flowy perhaps even jingly make feel playful royal time,1,1,1,1
feel like deserve punished way amp search way self harm non lethal overdose etc,0,0,0,0
im feeling rather pleased tonight,1,1,1,1
feel kinda violent today,0,0,0,0
also learned feel passionate writing actually quite good,1,1,1,1
feeling quite pleased something id never done,1,1,1,1
feel like wine something amused,1,1,1,1
really think every person begin sympathise bernard character ever level might part human experience self doubt feel worthless ultimately unnecessary without purpose,0,0,0,0
like participate sketch challenge time time im feeling inspired,1,1,1,1
kept research bathroom renovation research resulted feeling confused ever go tackling felt like mammoth task,0,0,1,0
im feeling really stressed today state house,0,0,0,0
dont know lately feel dissatisfied,0,0,0,0
cant get wrapped kind crap tv brain start getting mushy feel feverishly hostile,0,0,0,0
personally feel crime punished pubicly whether belong caste creed color elite mogul group,0,0,0,0
feeling delighted watching indian cricket team chasing sri lankas mammoth total,1,1,1,1
feel invigorated enlivened bit fully completely,1,1,1,1
feel dirty dont,0,0,0,0
feel hesitation temptation pull back dull activity season habit,0,0,0,0
sick feeling longing second even though inevitably make worse leave liverpool,1,1,0,0
feel like amazing series epic movie theater,1,1,1,1
feel like cupcake might getting bit popular good still love good red velvet im complaining quite yet,1,1,1,1
feel like mentioned disliked katy perry dr,0,0,0,0
feel bone silently aching knuckle spreading uneven nail oscillating pattern,0,0,0,0
feel people ought use percolated synonym horny,1,1,1,0
feel must blog constantly loyal fan baker thia sandwich scruncher course mini rex,1,1,1,1
always feel sadness aching heart look,0,0,0,0
feel like never graceful,1,1,1,0
would taken something feel weird going foreign country taking picture place thing people probably consider commonplace,0,0,0,0
feeling going really long obnoxious,0,0,0,0
found feeling fairly ignored sort taken granted know,0,0,1,0
know ill get guilted making feel unwelcome,0,0,0,0
hope make feel greedy shit hope make feel greedy whore like sniiiiifff honey trying make feel loved happy,0,0,1,0
began feel accepted gaia term,1,1,1,1
feel bothered getting credit equal getting debt interest,0,0,1,0
feel rebellious,0,0,0,0
feel troubled,0,0,0,0
ill darned feel shamed caring blogging community,0,1,0,0
didnt let swim leave feeling defeated,0,0,0,0
feel artistic side melting away nothing,1,1,1,0
devote significant amount emotional energy feeling anxious thus become irritable frustrated little provocation,0,0,0,0
hope enjoy reading please feel free leave comment,1,1,1,1
feeling increasingly hopeful,1,1,1,1
guess widow feeling generous packed,1,1,1,0
feel like coming really caring feeling thinking,1,1,1,1
feel annoyed kind people comment try philosophy religion,0,0,1,0
want enter defiance coming different culture feel offended allowed,0,0,0,0
feel like dull ache,0,0,0,0
like sharing twitter feel vain thing,0,0,1,0
feeling exhausted,0,0,0,0
feel terrified even time write feel mr,0,0,0,0
im feeling little stressed,0,0,0,0
woke morning hour interrupted sleep feeling lousy mostly leg,0,0,0,0
thought peer lacking month year vote feeling hopeless watch news every click refresh button last night,0,0,0,0
im feeling thankful rhythm day,1,1,1,1
surprised people may feeling outraged terrible environmental consequence logging dam seeing leader betrayed turning higher authority divine help last resort,0,0,0,0
feel awful know im lying kid sometimes hell stoop pending,0,0,0,0
still feel ashamed treated,0,0,0,0
feel like heart broke telling child href http twitter,0,0,0,0
feel doomed long pant ugly shoe rest life even yet,0,0,0,0
feel god sends u distraction see determined reach goal,1,1,1,1
started feel resentful whole situation something clicked,0,0,0,0
one good friend came advice boyfriend hitting beating quite harmfully,0,1,0,0
feel humiliated said mohammed hussein year old factory worker,0,0,0,0
ive also made sugar measurement feel like cup sweet,1,1,1,0
feel completely submitted devoted href http www,1,1,1,1
feel really stressed,0,0,0,0
feeling frustrated tired today,0,0,0,0
feeling unhappy weird,0,0,0,0
feel pain came school still aching,0,0,0,0
often feel dissatisfied discussion partly persistent everyone beautiful nonsense partly rarely go past effect advertising body image,0,0,0,0
would feel helpless feeling wronged frustrated misunderstood,0,0,0,0
im feeling joy every day gorgeous people ive ever met hope thanksgiving felt,1,1,1,1
feel resentful irritable,0,0,0,0
feel pressured dumb feeling,0,0,0,0
know need sleep feeling dissatisfied yet accomplish instead glowing pride done,0,0,1,0
mother seriously ill admitted hospital,0,0,0,0
feel glad blog must helpful knowledgeable explorable,1,1,1,1
feel like people think im selfish gender make sense,0,0,0,0
feel like mostly post im feeling bad wanted know good day,0,0,1,1
im feeling bit resentful towards australian watch modern family grey anatomy glee,0,0,1,0
know feel today part convinced making much difficult actually mehow casually remark april infield insider getting box never first place,1,1,1,0
got feeling give got feeling get away becuz cuz dangerous oh badman ah,0,0,0,0
ill tell soon im sure well talk purchase without feeling youre way supporting,1,1,1,0
hope feeling fine well wan na say happy birthday realize dream always happy perfect person deserves best,1,1,1,1
really feel finally create something lovely new room,1,1,1,1
normally feel kind awkward birthday dinner party since there always someone dont know time,0,0,1,0
get funny feeling consider worthless,0,0,1,1
feel satisfied happy choice today,1,1,1,1
hate hungry weak feel stubborn dont want anything productive,0,0,0,0
legitimately feel le intelligent end day worthless stupid like feel sitting michael bay movie,1,0,0,0
like feeling suspicious paranoid everyone around including cat spending way much time self loathing thought sinking unwarranted unnecessary depression feeling supremely guilty acting like bitch,0,0,0,0
feeling quite well morning,1,1,1,1
feel embarrassed others something small make feel awkward,0,0,0,0
feel unwelcome work sometimes think people might talking rel bookmark feel unwelcome work sometimes think people might talking april class url fn n href http www,0,0,0,0
already going feel giggly,1,1,1,1
told asian considerate whenever person feeling well would common courtesy wear mask reduce risk spreading people around u,1,1,1,0
attribute feeling melancholy bloody,0,0,0,0
burst feeling shaken pretty sure hit bird,0,0,1,0
feel really honored given opportunity tell story,1,1,1,1
feel tortured sickened exactly way felt last day lance leave,0,0,0,0
feel like intelligent person right,1,1,1,1
feel privileged share love five lovely student,1,1,1,1
feel though going victimized,0,0,0,0
feel anxious usually around time night,0,0,0,0
im feeling timid six,0,0,0,0
make punjabi lobia masala mostly winter feel protein punch spice rich recipe winter warmer one,1,1,1,1
feel inhibited shy town camera centre london,0,0,0,0
feel much missed,0,0,0,1
understand feeling devastated sympathize,0,0,0,0
feel like would confused waited long time reading second book,0,0,1,0
driving back moment missing new orleans feeling really sad hit able go visit night whim felt peace,0,0,0,1
feel like washing caring lunapads teach certain amount appreciation thing,1,1,1,1
ashamed feel like moment see terrified cry child dead one,0,0,0,0
see area better feel discouraged condemned feel tempted turn numbing pleasure despair,0,0,0,0
feeling bit like internet replacing valuable face face interpersonal relation viewed positive internet cyber relation today ive restored internet awesome honestly dont think could live without mindset,1,1,1,1
feel frightened wanted document way feeling,0,0,0,0
feel like headcold im groggy even exhausted today,0,0,1,0
used wake feeling horny sometimes finish got,1,1,1,0
read new risen throne said cold amp desolate soundscapes leave feeling utterly scared amp alone yes,0,0,0,0
think starting feel jealous,0,0,0,0
im feeling terribly impatient,0,0,0,0
feel aching gap heart,0,0,0,0
feel another violent daydream coming bet something getting hand saint costume,0,0,0,0
wish way could numb need either feel everything go completely numb,0,0,0,0
also aware glamour sometimes want feel glamourous know,1,0,1,1
im dreaming zombie apocalypse alien dragon breathing tube attacking earth feeling cranky,0,0,0,0
continue feel inspired strong runner become year,1,1,1,1
really think justification feeling smug,1,1,1,0
lie bed leg constant motion feel control shaken tapped something,0,0,0,0
feel disappointed,0,0,0,0
feel longing feel connection already brave enough complete friendship,1,1,1,0
feel frightened,0,0,0,0
feel pressured talk,0,0,0,0
wanted feel like could depend put ur care dare say tender hand thing hold dear u like winter never seen land became cold,1,0,1,1
baby feel crappy husband seem want sex often,0,0,0,0
want feel energetic bit exercise every day minute feel awake energized focused,1,1,1,1
feel bad anything,0,0,0,0
feel like put bag shaken otherwise ok,0,1,1,1
feel distraught tonight,0,0,0,0
feel treasured feel loved feel ive done pursue craft adore make living fulfil real ambition ive ever becoming professional writer,1,1,1,1
remember laying bath feeling really emotional knowing going bring baby world day miss cook laid rest,0,0,1,1
feel spectator assumption amused wistful ease pain,1,1,1,0
feel may vital fiction,1,1,1,1
must say makeover consuming coupled major change work coworkers baby feel like neglectful lady,0,0,0,0
feel constantly battle like need continuously improve feel like nothing ever enough make feel chronically exhausted,0,0,1,0
feeling afraid co isnt answering,0,0,1,0
may may cried thanking making child feel special loved,1,1,1,1
ever feel anymore one u get angry,0,0,0,0
ever going feel cute,1,1,1,1
feel listless deflated,0,0,1,0
see waiting desire wrestling question feeling purpose see god faithful made way happen,1,1,1,1
feel little relaxed,1,1,1,1
building angie feeling profoundly betrayed angry,0,0,0,0
feel inadequate shut feel cross world,0,0,0,0
ill attending college class ill bunch stuff tell guy like class going im feeling meet anyone cute,1,1,1,1
never fall love anyone feeling make dangerous,0,0,0,0
feel little confused reproductive future want another baby deep,0,0,0,0
feeling horny let,1,1,1,1
ive feeling passionate local business lately like walk consignment store second hand shop much enjoy goodwill,1,1,1,1
head feeling brave,1,1,1,1
havent feeling incredibly passionate medicine recently fact havent feeling particularly passionate anything,1,1,0,0
felt like talking know say cause real damage least cousin feel alone needed anyway tell could take battalion necessary,0,0,0,0
im creature feeling evaluate life feeling dangerous,0,0,0,0
really want healthy life style become habit instead necessity moment feel like naughty child denied biscuit tin angry letting put weight first place,1,1,0,0
guess since book kind bring negative feeling self im longing find simon guess wont reading romance book future,1,0,0,0
feel defeated extremely agitated well frustrated beyond word,0,0,0,0
head upstream explore bringing notebook write event day soon find running water small pool big enough strip throw water ole corpse feel lovely,1,1,1,1
missed blessing god providence feeling god caring protecting,1,1,1,1
feel disturbed see people break piece right front love,0,0,1,0
feel completely unsure boundary normalcy,0,0,0,0
ever feeling nostalgic fireplace know still property,1,1,1,1
feel sport unprotected medium equal playing field,0,0,0,0
ward epileptic patient burnt whole body stinking much whole ward affected people could come near,0,0,0,0
feel shitty emotional helpless,0,0,0,0
see could feel someone reluctant let go,0,0,0,0
im excited see go least feel like im something rather sitting around feeling unhappy thing,0,0,1,1
feeling strong dodging international distance runner,1,1,1,1
feel gap feel like rich people status poor people status,1,1,1,0
look forward attending every class leaving feeling amazing feeling top world,1,1,1,1
continued feel submissive continued aroused well,0,0,0,1
feel amazing tonight,1,1,1,1
feel dissatisfied,0,0,0,0
need move past grief maybe even feel angry,0,0,0,0
screwed brow together realized reaction pondered could possibly make feel fond stranger,1,1,0,0
want feel unwelcome house,0,0,0,0
feel overwhelmed,0,0,1,0
feel pretty,1,1,1,1
week someone else week soo yea made feel talented,1,1,1,1
feel resentful always putting effort ever receiving,0,0,0,0
feeling impatient would like get life hurry push right back illness,0,0,0,0
went church function instead feeling pretty lame,0,0,1,0
always feel smart sometimes feel lazy want something else feel easier,1,1,1,0
feel dismayed many people get stuck salvation mentality,0,0,0,0
wonderful mother law every way like mother year often end feeling bit melancholy mother day,0,0,1,1
boy tried fool would ok trying show gook boy,0,0,0,0
im happy got see smile laugh yesterday something bring joy feel completely drained,0,0,1,1
help feel sympathetic netflix army misinformed denounced netflix recent price hike,1,1,1,0
nothing compare love feel sure true deep love,1,1,0,1
really dont feel sociable bar anymore,1,1,0,0
always feel afraid telling people dont want see differently self image poor dont want transcribe onto,0,0,0,0
neutral feeling two broke girl like kat denningss deadpan delivery href http medium,0,0,1,1
celebrated great fan fare happens january th october nd disregarding course rare sense gandhigiri euphoria generated unexpected source munnabhai come across inescapable phrase feel much abused hindu fanatic,0,0,1,1
find im barely breathing feel little frantic,0,0,0,0
tell feel punished,0,0,0,0
waited line longer usual didnt feel impatient business delayed listened master occurring could service moment,0,0,0,0
feeling joyful despite caribbean island fantastic diving learning new exciting skill dive master coaching client north america bring joy,1,1,1,1
hoped feel shiver ran maybe startled pulled away,0,0,1,0
feel like dirty src http,0,0,0,0
get upset bruce little tired work usual feel little rejected,0,0,0,0
feel ashamed lack empathy time,0,0,0,0
feel alan clay rather pathetic huge mass back neck convinced cancer,0,0,0,0
know thats true thats feel get scared,0,0,0,0
feel especially passionate,1,1,1,1
feel burdened desire something,0,0,1,0
always feel terrible afterwards even helpless yet another thing perpetuating depression,0,0,0,0
hope like feel inspired prestige others,1,1,1,1
feel depressed know would make happy,0,0,1,0
friend feeling run everything every dumbass word say moronic thing worst he rukia,0,0,0,0
find thing effecting loved one love dearly feel helpless remedy hard time,0,0,1,0
told many time well given gift say exactly feel precious girl,1,1,1,1
really feel like time get mad,0,0,0,1
im feeling little beaten week im sure,0,0,1,0
took mini break posting pic feeling inspired lately,1,1,1,0
feeling little awkward seeing folk,0,0,1,0
feel determined time say time tried every diet sun,1,1,1,1
feel like relationship christ shaky,0,0,1,0
im excited got chance get away feeling lot appreciative thought normal life realize different lens look pretty darn great one lot thankful every day,1,1,1,1
went lecture cancelled,0,1,0,0
feel troubled deciding whether go hot pot thing pm,0,0,0,0
feel longing see others rise need never quenched desire never extinguished,1,1,0,0
feeling innocent world going become great friend,1,1,1,1
feel alone part everyone opinion going going sometimes feel challenge people upset,0,0,0,0
ironic feel dont feel anything special still smile broadly whenever tell something,1,1,0,1
lost power feeling lethargic headachie tired mentally blah get picture,0,0,0,0
im feeling quite joyful today,1,1,1,1
start feel agitated inside,0,0,0,0
got straight realized dealing someone feeling insecure,0,0,0,0
feel like frightened little child anyone could ever know,0,0,0,0
intend develop feeling one another albeit riku stubborn opposed open book due plot ish issue,0,0,0,0
feeling really confident moving tomorrow juice smoothie raw vegan meal menu routine,1,1,1,1
feel vital rlsh gimmick need,1,1,1,1
try get least minute day five day week though known skip workout feeling particularly lethargic lazy,0,0,0,0
started feeling like paranoid since kept happening,0,0,1,0
feel rotten week hardly ever see wrote hopeless song never love girl like darling come wonderful thing never happened one touched heart question courage,0,0,0,1
feel unfortunate run tyler durden fight club,0,0,0,0
able share idea without feeling stupid already know dumb,0,0,1,0
feel little sociable today,1,1,1,1
expected rather sickly coconut give nice tropical feel disappointed two,0,0,0,0
feeling especially thankful many small blessing life right,1,1,1,1
woke feeling terrific today head clear,1,1,1,1
say feel slightly envious julian,0,0,0,0
continue struggle experiencing normal feeling sense theyre chipping away precious time,1,1,1,0
feeling generous pick reason like make sure take wise mother advice dont feel need drag court,1,1,1,1
feel lot strong point concerning economy unemployment debt option,1,1,0,1
also feel regretful sense elation felt offing,0,0,0,0
feel passionate dating,1,1,1,1
feel like supporting household get paid hour per week,1,1,1,0
went movie date,1,0,1,1
run feel useless understand retirement daily struggle overwhelms often,0,0,0,0
receiving end every one know firsthand make feel plenty people many stranger street convinced must know mom somewhere surely know,1,1,1,0
feel vulnerable coming election given performance,0,0,0,0
wasnt feeling particularly bitter birthday fact fantastic day,0,1,1,1
want job permanent feel like valued,1,1,1,1
plodded taking far long feeling rather virtuous,1,1,1,1
remember feeling paranoid,0,0,0,0
feel honoured wear one,1,1,1,1
im feeling gloomy,0,0,0,0
christian appreciate point feel would rejected believe,0,0,0,0
feel fantastic weight higher stay,1,1,1,1
didnt want stay feeling loneliness emptiness prayer blank request paper deity,0,0,0,0
feel soul mine calling beloved,1,1,1,1
feel glamorous shared,1,1,1,1
hopped scale morning feeling none optimistic,1,1,0,0
mean lot love give feel giving loving,1,1,1,1
unable conclude kind person consider say feeling guilty uncertain help realize flaw hopefully move forward life think situation word thoroughly acting,0,0,1,0
mixed feeling book least look significantly superior movie,1,1,1,1
need take advice advice many many writer admire get butt chair every day even youre feeling distracted stressed whatever,0,0,0,1
still feel way im stubborn like people spazzing one date,0,0,0,0
feel like intelligent enough teacher,1,1,1,0
im feeling paranoid already,0,0,0,0
hate feeling anything useful,1,1,0,0
think one asset make guy stand band musicianship especially latest record hit next level feel accepted many genre especially hardcore scene,1,1,1,1
feel bit insulted nothing like woman bloody hate incessant bitching general bloody nothing time,0,0,0,0
could feel strange paralysis body arm hand except odd little force field holding middle finger forefinger thumb,0,0,1,0
think maybe strongly feel brad look really distracted,0,0,0,0
honestly hoped wake one day feeling terrible cry blood whatever,0,0,0,0
feel like greedy person liking two people,0,0,1,0
look say nicely friendly well im sorry feel way apologize angered stormed saying dont need shit good night overall im till friday thankfully,0,1,1,0
mean genuinely appreciate show happy made x made feel want keep thing make happy,1,1,1,1
guess bottom line feel like damaged good sure fix even fixable,0,0,1,0
feeling particularly creative,1,1,1,0
ive planned still day feel stressed point tear helpless good far outweighs bad honestly say im happy moment,0,0,1,1
quit screw everyone frame shop wouldnt feel bad besides british,0,0,1,0
feel pretty tortured work job often inspiration strike im work,0,0,1,0
feel remorseful,0,0,0,0
ive going liquor store life still feel bit dirty walking one like im something shouldnt,0,0,0,0
im thankful everything seems working wrap week new job also feeling pretty lucky people life,1,1,1,1
feel jaded point time,0,0,0,0
chugged big ol beer empty stomach im loopy feeling creative,1,0,1,1
didnt feel like missed anything,0,0,0,0
feel invigorated focused im led pursue right future,1,1,1,1
feel disgusted criminal justice system st century could know full detail deny named abusive,0,0,0,0
going get saturday night im going say went home sat billy bit went bed feeling alone wasted good way abandoned,0,0,0,0
ready go need fortunately tim feeling ok feeling well enough go,1,1,1,1
im feeling little apprehensive feel like im suddenly way old compared mental age,0,0,1,0
feel sorry rafael bosch,0,0,0,0
feeling exceptionally reluctant go school tomorrow even though monday timetable pretty good,0,0,1,0
feel petrified future,0,0,0,0
want push think term discipline pro goal pro choice immediately default feeling deprived,0,0,0,1
went german class made feel idiotic,0,0,0,0
think still arrive make stress make feel unhappy,0,0,0,0
started feel kind skeptical,0,0,1,0
feel way know reputation student population eager join culture somehow doubt northwestern,1,1,1,1
feel like im doomed forever girl everyone sleep one love,0,0,1,0
feel angel steal greedy jaw death chance pull steady hand theyve given second chance artist ambulance pick ground flashing light sound,0,0,0,1
guess trying say abusive boyfriend crushing dream loss job real reason feel depressed,0,0,0,0
im pretty sure everyone left feeling festive,1,1,1,1
hated day job month feeling like cosmically punished good deed getting ready quit met woman would become wife,0,0,1,0
feel like im strange place life one take care one care,0,0,1,0
feel ok much better stronger week ago,1,1,1,1
usually tell someone honest feel sincere teasing,1,1,1,0
feel joy excitement opportunity receive vital ordinance,1,1,1,1
feel like little kid punished mother something wrong,0,0,0,0
achieved deepening realization need plan ahead feel satisfied avoid making silly food choice,1,1,1,1
dont understand feel empty hollow deep within,0,0,1,0
feel like image compromised immediately successful,1,1,1,0
want something give major orgasm make feel horny ill screw anything move,1,1,0,1
remember feeling hellip furious shooter,0,0,0,0
feeling especially irritated,0,0,0,0
finding able student thought,0,0,1,0
feel pretty blank right thats good,0,0,1,1
im fine mary anne answered feeling little impatient,0,0,1,1
dont really detail share feel like blogging letting know ecstatic,1,1,1,1
really proud husband talked talked girl really feeling disgusted,0,1,1,0
feel reluctant talking current situation know feel guess important know situation know go,0,0,0,0
even picked beautiful pearly looking snap soft comfy feel like caring,1,1,1,1
wrapped one child another hug realized sinking feeling quickly precious moment passing thankful particular precious passing moment kid,1,1,1,1
list feel pretty lame whining,0,0,0,0
im sick fact far time feel depend someone stubborn proud never want sometimes happens let,0,0,0,0
feel like im taking needy person place er,0,0,1,0
cant help feel sympathetic towards bit geek,1,1,0,1
feel inside cause life like game sometimes came around wall disappeared nothing surround keep fear im unprotected see ive opened oh youve made trust cause ive never felt like im naked around show,0,0,1,1
im already feeling stressed salvaging friendship time go realize there also another point isnt helping,0,0,1,0
working cope day like today feel awful,0,0,0,0
feeling stressed run support immune system,0,0,1,0
im waiting go decal right feel really shitty dont want studying time,0,0,0,0
delicious apple pie needle say feeling pretty groggy,0,1,1,1
feel emotional people treated last month year,0,0,1,0
feeling particularly annoyed co worker sometimes make round floor finding literally pound white paper trash,0,0,0,0
feel though past two month strange waking hour upon even stranger dream everything year wisconsin,0,0,1,0
feeling insulted idiocy felt supremely bored actually wound fastforwarding scene,0,0,0,0
seem wake every day recently feeling immensely irritable cant quite work,0,0,0,0
feel uncertain everything right,0,0,0,0
feel honored,1,1,1,1
admit thought go head feel doubtful time coz im scared,0,0,0,0
